amount_minor,payment_failure_count,successful_payment_count,retry_count,customer_tenure_days,historical_recovery_count,historical_recovery_success_count,payment_hour,payment_day_of_week,preferred_payment_method,failure_reason,ground_truth_prob,recovered
224791,2,1,3,120,4,0,1,6,card,temporary_gateway_issue,0.1317,0
3741382,0,9,1,194,4,1,22,6,upi,card_expired,0.655,0
1052278,1,3,1,111,0,0,4,5,unknown,timeout,0.5175,0
4792463,4,11,1,210,4,2,12,6,upi,card_expired,0.5617,0
1871306,5,18,1,1,4,4,0,6,upi,checkout_abandoned,0.6789,0
1668311,0,10,3,58,0,0,6,4,netbanking,insufficient_funds,0.165,0
786995,3,7,0,93,4,3,6,3,upi,temporary_gateway_issue,0.92,1
1562740,3,17,2,221,0,0,9,0,upi,timeout,0.7325,0
4389421,1,10,2,211,2,2,5,1,upi,user_abandoned,0.4032,0
4981854,1,10,0,232,3,1,19,0,upi,gateway_error,0.95,1
1873132,4,12,3,262,0,0,11,2,upi,user_abandoned,0.4275,1
2270622,5,2,2,364,0,0,12,6,upi,gateway_error,0.535,0
3624251,4,11,0,103,4,0,23,3,upi,gateway_error,0.9317,1
4436669,1,2,3,50,0,0,10,2,netbanking,gateway_error,0.4483,1
2985569,1,9,2,110,1,1,17,5,card,unknown,0.4,0
1988052,3,16,1,88,1,0,1,4,card,insufficient_funds,0.1497,0
2092478,1,1,1,20,2,0,15,6,card,gateway_error,0.63,1
3493309,2,16,3,14,0,0,1,4,netbanking,unknown,0.0761,0
65930,0,15,1,133,4,2,18,0,netbanking,card_expired,0.705,1
3116967,1,1,3,296,4,4,5,4,netbanking,user_abandoned,0.05,0
1809690,4,19,0,34,3,1,0,4,netbanking,gateway_error,0.8641,1
3981276,5,5,0,208,2,0,10,5,upi,gateway_error,0.85,1
510303,5,9,2,301,4,0,17,1,card,insufficient_funds,0.16,0
2961601,5,9,3,199,3,2,9,1,card,card_expired,0.19,0
2430815,2,7,2,80,4,2,17,2,card,timeout,0.6072,1
3229511,4,0,2,71,3,0,0,6,upi,timeout,0.435,0
371025,2,12,0,155,1,0,18,2,upi,card_expired,0.875,1
2920919,1,8,2,78,1,0,15,1,upi,gateway_error,0.7461,1
2829348,0,9,1,78,4,0,6,0,wallet,timeout,0.805,1
2825267,5,14,2,172,2,2,14,1,card,temporary_gateway_issue,0.5929,1
3037263,4,4,3,289,0,0,0,2,upi,gateway_error,0.49,1
3398516,5,15,1,33,2,0,22,3,upi,gateway_error,0.8175,1
4034695,2,12,0,300,2,2,20,6,card,card_expired,0.775,1
1385612,3,19,3,276,0,0,8,4,upi,user_abandoned,0.4673,1
4133994,1,17,1,7,1,0,1,5,upi,temporary_gateway_issue,0.6856,0
2516365,0,10,3,160,1,0,16,3,upi,gateway_error,0.665,1
431438,1,8,1,240,0,0,23,3,upi,gateway_error,0.8661,1
339827,3,15,3,24,3,0,9,4,upi,checkout_abandoned,0.4567,1
1704479,0,1,3,214,2,1,5,1,card,timeout,0.365,0
3935240,3,1,1,70,4,0,4,6,upi,unknown,0.1925,0
3553020,1,11,0,216,1,1,7,0,upi,user_abandoned,0.8458,1
3953644,2,7,0,104,4,0,7,3,card,temporary_gateway_issue,0.8472,1
2610481,1,8,3,215,0,0,4,0,netbanking,gateway_error,0.3261,1
2228985,1,11,3,54,4,4,11,5,upi,insufficient_funds,0.2358,1
779890,1,8,0,294,4,3,6,5,card,gateway_error,0.8861,1
1674554,4,9,0,330,2,1,12,5,wallet,gateway_error,0.8173,1
2198395,3,1,2,336,0,0,12,2,wallet,gateway_error,0.4225,0
488572,3,15,0,203,4,4,16,3,netbanking,timeout,0.8667,1
1142029,5,19,3,288,1,0,3,5,card,insufficient_funds,0.05,0
3011215,3,6,1,45,0,0,17,2,upi,temporary_gateway_issue,0.7883,1
3691532,5,1,0,317,1,0,9,5,card,insufficient_funds,0.2333,0
4991820,4,0,2,198,3,3,2,1,card,gateway_error,0.135,0
4668910,2,18,2,216,4,4,11,3,upi,card_expired,0.5,0
3230697,5,3,2,309,0,0,0,2,upi,card_expired,0.3163,0
2135177,1,1,1,332,1,1,10,5,card,gateway_error,0.63,0
3199077,2,13,0,184,4,2,17,6,wallet,timeout,0.8783,0
3938975,4,1,0,27,2,0,12,2,upi,insufficient_funds,0.345,0
635764,3,14,0,166,1,0,16,5,upi,gateway_error,0.95,1
2079029,5,11,1,318,1,0,7,1,card,temporary_gateway_issue,0.6956,1
4207021,1,4,1,274,3,0,19,0,upi,unknown,0.735,1
1949973,0,19,3,103,2,0,18,5,card,gateway_error,0.715,0
2880767,0,6,2,333,3,3,16,0,upi,insufficient_funds,0.385,1
2959458,2,9,2,104,2,0,1,3,upi,user_abandoned,0.3714,0
963157,3,13,0,245,1,0,2,1,card,temporary_gateway_issue,0.6594,1
1843065,0,13,1,305,3,2,2,6,upi,temporary_gateway_issue,0.705,1
1705830,2,4,1,169,4,4,5,3,upi,user_abandoned,0.4383,0
179673,4,17,0,116,2,0,9,6,upi,temporary_gateway_issue,0.95,1
169749,2,13,0,141,1,1,23,0,upi,timeout,0.95,1
4166900,2,1,3,356,0,0,21,1,card,card_expired,0.2317,0
1401700,2,11,2,125,2,2,17,4,card,card_expired,0.3812,0
2614489,1,5,2,25,2,2,17,1,upi,unknown,0.4767,0
1528691,2,3,2,194,4,3,13,1,upi,user_abandoned,0.495,0
4706362,5,12,3,100,2,0,15,6,upi,timeout,0.5621,0
1333518,2,3,0,5,2,2,6,4,netbanking,user_abandoned,0.635,0
2176801,1,13,0,19,4,1,0,2,upi,checkout_abandoned,0.85,1
4370014,1,15,2,170,4,2,16,2,netbanking,unknown,0.4131,0
4217571,4,3,2,274,3,2,22,2,card,card_expired,0.235,0
971202,3,0,3,254,1,0,4,0,card,gateway_error,0.05,0
4023084,0,12,1,121,1,1,0,1,card,card_expired,0.555,0
2318025,0,3,1,32,3,0,20,5,netbanking,gateway_error,0.95,1
2440695,2,19,2,149,1,1,16,4,wallet,temporary_gateway_issue,0.6517,1
710725,4,17,3,266,2,0,9,5,card,gateway_error,0.4983,1
448977,2,5,2,37,3,1,11,0,upi,checkout_abandoned,0.535,0
3653299,0,2,1,177,3,1,19,4,netbanking,temporary_gateway_issue,0.95,1
2507482,1,12,2,342,1,1,1,5,upi,card_expired,0.3081,0
2212410,3,15,1,13,0,0,22,6,netbanking,insufficient_funds,0.3467,0
3661065,4,4,1,183,1,0,15,0,card,gateway_error,0.63,1
3839288,1,3,1,145,0,0,14,0,wallet,insufficient_funds,0.3175,0
836595,3,7,0,265,3,1,12,0,netbanking,timeout,0.82,1
3070614,4,18,0,88,0,0,17,4,upi,user_abandoned,0.8114,1
720002,4,13,2,46,2,0,19,5,card,gateway_error,0.7526,1
3769306,0,6,1,119,4,0,21,5,upi,temporary_gateway_issue,0.95,1
3301928,1,13,0,19,0,0,13,3,upi,timeout,0.95,1
4785242,4,5,2,220,4,0,17,0,upi,gateway_error,0.6294,0
391342,5,11,2,233,2,1,1,2,upi,gateway_error,0.4756,0
332420,4,15,2,94,4,1,1,1,card,gateway_error,0.4113,0
1446826,3,16,2,251,2,0,2,6,wallet,timeout,0.4297,0
1345443,0,12,2,250,4,2,4,6,card,temporary_gateway_issue,0.485,0
1272545,2,13,3,282,4,0,15,3,upi,insufficient_funds,0.2183,0
4535960,0,6,1,232,1,0,21,3,netbanking,unknown,0.705,0
1285253,2,13,2,46,0,0,14,4,netbanking,card_expired,0.3883,1
1396151,1,14,3,46,4,3,11,3,card,temporary_gateway_issue,0.5417,1
3809021,1,11,1,14,3,0,8,5,card,insufficient_funds,0.3758,1
2276212,4,16,0,85,1,1,13,4,netbanking,gateway_error,0.855,1
3894717,5,8,2,319,0,0,20,4,upi,gateway_error,0.8004,1
373562,1,14,3,328,1,0,15,6,wallet,temporary_gateway_issue,0.5417,1
2463477,4,11,0,3,0,0,10,6,wallet,temporary_gateway_issue,0.8317,1
216387,0,1,3,28,2,0,5,2,netbanking,insufficient_funds,0.05,0
360133,1,4,1,157,4,0,9,0,upi,checkout_abandoned,0.685,0
4536865,0,12,1,343,3,3,7,3,netbanking,checkout_abandoned,0.655,1
739264,0,19,0,333,1,0,15,0,upi,gateway_error,0.95,1
2685482,5,7,3,332,1,0,2,0,card,timeout,0.2192,0
2084923,1,13,2,175,1,0,1,0,netbanking,gateway_error,0.46,0
1769349,0,14,2,114,1,1,15,4,upi,timeout,0.785,1
4504175,5,10,0,331,4,4,18,0,upi,gateway_error,0.95,1
158025,5,0,0,250,0,0,8,3,netbanking,checkout_abandoned,0.425,0
3335758,1,2,0,59,4,0,15,4,netbanking,user_abandoned,0.6583,1
4818802,5,16,3,203,2,0,21,3,netbanking,gateway_error,0.6317,1
2822832,1,18,2,315,4,2,3,4,upi,card_expired,0.3166,0
4687271,1,13,2,239,4,3,9,1,card,timeout,0.66,1
308676,2,7,2,234,2,1,18,1,upi,insufficient_funds,0.4572,0
2123026,0,12,0,303,4,4,12,1,netbanking,timeout,0.925,1
1337781,3,19,2,95,0,0,17,1,upi,timeout,0.7373,1
3667563,1,2,1,141,3,0,14,4,card,user_abandoned,0.5383,1
4907420,0,4,0,334,2,1,3,0,upi,card_expired,0.575,1
1319823,5,8,2,113,1,1,8,2,unknown,insufficient_funds,0.1504,1
3288164,4,5,3,109,0,0,3,6,card,user_abandoned,0.0594,0
1030583,1,1,0,362,3,3,15,5,card,unknown,0.5,1
2848384,5,12,1,345,0,0,20,2,upi,temporary_gateway_issue,0.95,1
2346465,5,4,1,289,0,0,14,1,card,gateway_error,0.6106,0
4861426,5,7,3,97,1,1,23,0,upi,card_expired,0.2692,0
3062209,5,0,3,335,3,2,1,3,upi,unknown,0.05,0
1780056,5,19,0,16,0,0,13,0,card,gateway_error,0.8521,1
614774,1,11,0,44,1,1,2,3,netbanking,insufficient_funds,0.2958,0
798671,3,10,1,230,2,1,21,2,upi,gateway_error,0.95,1
1165318,2,6,3,108,1,1,22,0,upi,card_expired,0.3275,1
1292284,5,14,0,217,4,0,3,0,card,checkout_abandoned,0.4829,0
4260549,5,10,1,260,1,0,0,5,netbanking,insufficient_funds,0.2883,0
2828052,2,15,3,312,1,1,22,2,upi,insufficient_funds,0.2238,0
2640785,1,2,1,320,1,0,8,0,wallet,checkout_abandoned,0.5383,1
618105,0,19,2,196,0,0,16,3,wallet,gateway_error,0.685,1
4307691,4,13,3,95,3,2,13,6,upi,user_abandoned,0.4326,0
3627930,4,2,0,56,1,1,16,0,upi,temporary_gateway_issue,0.7917,1
384958,0,0,0,32,1,1,0,3,card,insufficient_funds,0.35,0
3553783,1,14,2,231,4,0,9,1,wallet,insufficient_funds,0.2617,1
2740514,4,0,3,9,4,0,22,0,card,timeout,0.215,0
454540,2,16,1,191,2,2,15,3,upi,checkout_abandoned,0.7161,1
2318588,0,1,0,361,2,2,18,6,upi,unknown,0.925,1
2449246,3,19,2,200,4,0,23,2,upi,user_abandoned,0.5873,1
870583,1,5,2,334,3,2,2,1,card,gateway_error,0.4267,0
4731205,0,7,3,161,2,0,11,0,upi,temporary_gateway_issue,0.665,1
4257378,4,15,3,87,3,0,2,5,card,insufficient_funds,0.05,0
3361660,1,18,0,21,4,4,14,3,upi,checkout_abandoned,0.8566,1
2338363,2,0,2,311,2,0,16,6,upi,insufficient_funds,0.05,0
2088239,1,2,1,76,1,1,17,5,upi,unknown,0.5383,0
3272318,1,2,2,141,4,0,6,0,upi,unknown,0.4183,1
2749887,2,4,1,126,2,1,18,3,netbanking,insufficient_funds,0.4383,0
358251,5,11,1,251,3,1,6,0,upi,user_abandoned,0.6456,1
2586888,2,11,0,84,3,1,4,1,card,unknown,0.4212,0
4041697,1,19,2,48,2,1,7,6,upi,user_abandoned,0.6175,1
2323237,2,12,1,78,3,3,20,6,upi,timeout,0.95,1
307185,5,19,3,30,2,2,15,1,upi,user_abandoned,0.4421,0
3942077,0,8,1,285,2,2,15,0,upi,gateway_error,0.905,1
1046750,2,6,3,136,3,3,18,0,upi,timeout,0.7275,1
1330173,2,3,3,140,0,0,14,4,netbanking,gateway_error,0.425,0
865296,1,18,2,41,1,0,6,0,upi,gateway_error,0.7666,1
1684564,0,18,3,282,4,3,4,6,upi,user_abandoned,0.315,0
3795919,3,5,1,50,1,0,22,0,netbanking,timeout,0.6737,0
2620960,3,12,3,258,4,4,10,5,upi,gateway_error,0.595,0
1064162,4,10,2,311,4,1,9,5,card,temporary_gateway_issue,0.585,0
4395258,2,12,0,360,1,0,20,1,upi,unknown,0.875,1
4403930,2,12,1,270,2,2,22,5,upi,user_abandoned,0.705,1
4359363,0,19,1,134,3,3,8,0,card,gateway_error,0.805,1
1232041,5,14,2,234,0,0,0,2,unknown,unknown,0.3429,0
2283634,3,12,2,128,0,0,19,0,upi,temporary_gateway_issue,0.865,1
4925698,4,10,2,104,0,0,0,6,upi,timeout,0.685,1
3871461,0,18,2,254,1,1,7,4,upi,card_expired,0.535,1
184478,2,7,1,95,1,0,2,3,upi,checkout_abandoned,0.4772,1
372762,3,19,0,337,2,0,1,6,wallet,user_abandoned,0.5273,1
2346460,4,7,3,217,0,0,3,1,upi,temporary_gateway_issue,0.3377,0
4550640,1,9,3,61,2,0,18,5,netbanking,timeout,0.68,1
2716573,3,15,0,268,0,0,10,2,upi,temporary_gateway_issue,0.95,1
2514171,4,18,0,241,1,1,4,6,netbanking,insufficient_funds,0.2614,0
572094,0,10,0,13,3,1,23,3,card,insufficient_funds,0.525,0
3301061,1,12,2,147,3,2,9,2,netbanking,temporary_gateway_issue,0.6581,1
4119410,4,8,1,240,3,1,23,1,upi,insufficient_funds,0.3883,0
1933079,4,19,1,89,3,0,22,5,netbanking,gateway_error,0.7441,0
3889278,2,18,1,95,4,1,7,4,card,timeout,0.77,1
4824159,5,15,2,315,0,0,12,6,card,card_expired,0.3475,0
1058643,3,6,1,293,3,1,4,6,netbanking,insufficient_funds,0.0883,0
2640481,2,18,2,25,4,0,11,6,card,unknown,0.4,0
1471332,1,11,1,272,4,4,12,1,netbanking,gateway_error,0.7758,1
3974629,5,14,0,166,4,3,21,2,upi,insufficient_funds,0.6829,1
2909087,4,13,3,250,2,2,7,2,card,insufficient_funds,0.0826,0
3191182,2,10,3,87,2,2,14,1,netbanking,gateway_error,0.5067,1
3999675,5,9,2,142,4,0,12,6,upi,gateway_error,0.66,0
2010053,3,10,1,134,3,2,0,0,upi,checkout_abandoned,0.6742,1
4579695,1,5,3,279,0,0,21,1,wallet,insufficient_funds,0.2567,0
2688492,0,1,0,126,1,1,5,5,upi,insufficient_funds,0.425,1
831876,2,10,0,316,2,0,10,5,upi,insufficient_funds,0.5667,1
3494700,1,18,0,141,3,2,12,4,upi,user_abandoned,0.8566,1
3976643,0,5,2,356,3,3,20,1,netbanking,temporary_gateway_issue,0.835,1
1617970,2,13,2,103,1,0,19,3,wallet,user_abandoned,0.6383,1
4293037,1,19,1,226,1,1,0,5,wallet,temporary_gateway_issue,0.7875,1
4535409,1,5,0,63,3,2,10,5,card,insufficient_funds,0.4667,0
1420677,5,16,1,294,1,1,10,5,card,gateway_error,0.7217,0
4918431,2,9,1,306,3,2,7,0,upi,user_abandoned,0.6914,1
746522,1,0,0,254,1,0,21,3,upi,card_expired,0.575,1
1049977,4,2,1,180,1,1,2,6,upi,insufficient_funds,0.0717,0
961912,2,7,3,40,3,3,18,6,upi,gateway_error,0.7372,0
4475249,1,7,2,264,4,3,11,1,netbanking,insufficient_funds,0.2412,1
3288748,5,19,1,189,3,2,5,0,netbanking,gateway_error,0.5321,0
802916,0,14,0,8,0,0,22,5,card,insufficient_funds,0.525,1
2229600,0,6,2,104,1,1,7,6,unknown,user_abandoned,0.535,0
3095725,4,10,2,225,2,1,4,3,wallet,card_expired,0.135,1
463147,2,6,1,34,1,1,9,6,card,gateway_error,0.7175,1
4417961,5,3,3,236,0,0,21,3,upi,unknown,0.3462,1
4027837,1,11,1,228,2,0,15,0,upi,checkout_abandoned,0.7258,1
2550773,1,5,3,188,2,1,11,6,card,insufficient_funds,0.1067,0
4837276,0,13,2,313,3,1,16,5,upi,insufficient_funds,0.385,0
2117916,5,11,1,22,4,2,5,0,upi,checkout_abandoned,0.4456,1
4921346,4,10,0,343,3,0,8,2,wallet,timeout,0.825,1
3356203,0,18,1,40,2,2,9,5,upi,insufficient_funds,0.505,0
3191622,0,4,3,173,2,1,19,0,upi,card_expired,0.565,0
871476,4,13,3,179,4,1,13,1,card,gateway_error,0.4826,0
4415542,2,15,1,86,1,0,13,6,card,user_abandoned,0.6138,1
2166073,1,12,3,133,4,4,16,5,upi,insufficient_funds,0.2381,1
853055,2,19,2,351,3,3,15,4,upi,timeout,0.7517,0
112407,5,3,1,13,1,1,3,5,unknown,gateway_error,0.3863,0
2820790,3,10,3,28,3,1,1,2,upi,temporary_gateway_issue,0.3842,0
2660628,3,16,1,84,4,2,15,0,netbanking,insufficient_funds,0.3497,0
3610800,3,6,1,318,1,1,0,4,upi,insufficient_funds,0.3883,1
4456777,4,13,0,349,4,1,2,2,upi,card_expired,0.4926,0
443062,0,10,1,343,0,0,22,1,upi,temporary_gateway_issue,0.905,1
3670907,2,8,0,280,2,2,10,5,netbanking,gateway_error,0.855,0
977689,1,12,3,354,1,0,15,6,netbanking,insufficient_funds,0.1381,0
4297976,3,17,0,263,2,2,17,4,upi,timeout,0.95,1
4104364,2,10,0,166,0,0,14,6,upi,gateway_error,0.95,1
2726929,3,14,0,293,1,1,8,0,upi,gateway_error,0.95,1
3565701,3,18,2,68,2,2,11,0,netbanking,checkout_abandoned,0.485,0
1606033,1,0,0,226,2,2,17,1,upi,gateway_error,0.675,1
2382281,5,3,1,170,1,1,4,2,upi,user_abandoned,0.3363,1
4117102,5,13,0,86,2,0,23,4,upi,temporary_gateway_issue,0.9278,1
2323362,5,13,1,133,2,2,7,1,card,timeout,0.7078,0
1821101,4,2,0,178,1,1,2,2,netbanking,gateway_error,0.4917,1
2496351,0,16,2,343,2,1,1,3,card,user_abandoned,0.335,0
4149833,4,2,3,252,2,2,18,3,upi,gateway_error,0.5817,1
1709279,2,15,0,15,3,2,7,2,upi,temporary_gateway_issue,0.95,1
910119,4,13,0,223,3,2,1,0,upi,gateway_error,0.7426,1
3574469,2,19,2,201,0,0,18,0,upi,user_abandoned,0.7517,1
4138592,2,12,0,107,3,1,0,3,netbanking,user_abandoned,0.725,0
548155,0,14,1,250,3,2,21,0,upi,temporary_gateway_issue,0.95,1
1237376,1,13,0,89,0,0,12,6,upi,temporary_gateway_issue,0.95,1
752761,0,18,0,125,2,1,22,0,card,card_expired,0.675,1
1772309,5,5,3,113,2,2,19,2,card,user_abandoned,0.39,0
2279237,5,9,3,137,3,3,16,5,card,timeout,0.44,1
3756690,4,14,0,247,0,0,2,2,netbanking,checkout_abandoned,0.4972,0
3273180,2,19,2,166,2,0,8,0,card,temporary_gateway_issue,0.6517,0
3123596,3,5,3,150,4,3,4,2,netbanking,gateway_error,0.2338,0
1794255,3,9,0,363,1,0,5,4,card,gateway_error,0.6375,0
4215165,2,6,3,343,1,0,3,3,upi,timeout,0.3775,0
2382871,0,16,0,68,1,1,16,5,upi,insufficient_funds,0.625,1
4896569,1,17,3,221,3,3,20,4,wallet,gateway_error,0.6956,1
3189003,0,16,3,271,1,1,20,4,wallet,temporary_gateway_issue,0.715,1
675010,2,8,1,321,1,1,20,0,card,insufficient_funds,0.485,1
3397078,2,9,0,310,4,4,15,0,card,gateway_error,0.8614,1
1659264,1,9,0,349,2,2,15,4,upi,gateway_error,0.95,1
3447319,4,6,0,20,4,4,21,4,card,checkout_abandoned,0.785,0
394723,4,15,0,289,3,2,10,1,unknown,temporary_gateway_issue,0.8513,0
915663,1,17,3,100,1,0,1,1,netbanking,gateway_error,0.3456,1
4285899,4,5,1,252,2,0,16,6,upi,timeout,0.7494,0
1174538,3,19,1,77,1,1,14,3,upi,user_abandoned,0.7073,1
4193353,4,0,2,135,1,0,17,4,upi,timeout,0.435,0
1432416,4,0,0,173,3,2,9,2,upi,temporary_gateway_issue,0.675,1
3232265,4,11,2,363,1,0,5,5,upi,user_abandoned,0.3417,0
3486045,3,1,3,201,0,0,20,1,card,insufficient_funds,0.0525,0
2587641,4,3,2,217,2,1,15,0,upi,temporary_gateway_issue,0.585,1
1561287,5,16,0,208,2,0,4,4,netbanking,timeout,0.6417,1
1102589,3,3,1,74,0,0,11,2,card,card_expired,0.38,1
214287,1,10,1,11,3,3,5,5,netbanking,insufficient_funds,0.1732,0
1554534,0,3,0,287,1,0,13,2,netbanking,checkout_abandoned,0.775,1
3283155,1,0,3,256,1,0,22,6,card,timeout,0.215,0
4694608,0,6,0,12,2,1,15,2,netbanking,user_abandoned,0.775,1
4362462,1,17,3,78,3,1,6,0,upi,insufficient_funds,0.2456,0
3842020,5,8,1,172,3,3,1,1,wallet,temporary_gateway_issue,0.4704,0
3952814,0,2,3,96,3,2,5,2,upi,insufficient_funds,0.065,0
3341675,0,7,0,306,1,1,8,5,wallet,gateway_error,0.925,1
1338419,2,18,0,273,3,3,6,1,upi,gateway_error,0.95,0
4540615,0,3,0,179,0,0,1,6,upi,card_expired,0.575,0
3370124,0,17,3,64,4,3,18,6,upi,timeout,0.815,1
2824181,2,19,3,132,3,3,7,3,card,gateway_error,0.5317,1
599397,4,10,3,343,4,2,10,0,upi,insufficient_funds,0.165,0
2262924,4,13,1,272,1,1,3,1,card,gateway_error,0.5226,0
2328773,2,17,2,319,3,2,15,6,netbanking,user_abandoned,0.4982,1
4329589,3,15,2,332,2,1,17,6,upi,gateway_error,0.7267,1
2755908,0,2,0,341,1,1,12,1,card,timeout,0.925,0
1932982,0,14,1,109,0,0,4,2,upi,timeout,0.705,1
4885161,2,3,3,273,0,0,1,5,card,insufficient_funds,0.05,0
598066,2,4,0,168,4,4,10,2,card,temporary_gateway_issue,0.8083,0
2141614,3,16,1,180,4,4,0,5,upi,insufficient_funds,0.4497,0
258022,5,6,0,58,2,2,12,6,unknown,user_abandoned,0.6159,1
3712525,4,15,1,79,2,0,4,6,card,card_expired,0.2813,0
4594478,1,13,1,61,0,0,17,0,netbanking,card_expired,0.53,1
1436184,5,15,2,121,3,3,13,1,card,card_expired,0.3475,0
4298791,4,6,0,207,0,0,12,4,netbanking,gateway_error,0.785,1
1496480,0,8,3,34,0,0,6,6,upi,gateway_error,0.665,1
4558312,5,3,2,70,2,2,7,5,upi,user_abandoned,0.4163,0
3782111,2,10,2,17,4,1,17,5,upi,user_abandoned,0.5767,1
4034288,3,1,3,20,2,1,6,2,netbanking,timeout,0.3025,1
139132,4,11,1,315,2,0,19,2,upi,timeout,0.95,1
4815911,3,11,3,69,2,2,16,6,wallet,temporary_gateway_issue,0.49,0
3647021,4,3,0,215,0,0,15,6,upi,gateway_error,0.825,1
1558517,5,17,3,161,3,2,10,3,upi,timeout,0.5855,1
4155503,0,6,1,102,0,0,18,5,upi,checkout_abandoned,0.905,1
1443529,1,0,3,206,1,1,0,0,card,insufficient_funds,0.05,0
4370131,3,12,1,145,2,0,20,1,wallet,temporary_gateway_issue,0.885,1
607272,3,5,1,57,2,2,7,1,upi,temporary_gateway_issue,0.7737,1
3533245,1,5,0,83,1,1,0,1,card,gateway_error,0.8667,1
2726457,3,11,3,269,2,2,8,5,upi,insufficient_funds,0.19,0
527845,3,7,3,187,2,1,18,2,card,unknown,0.36,0
1247374,4,18,0,6,2,2,20,0,upi,user_abandoned,0.95,1
111399,4,4,1,353,1,0,8,1,upi,user_abandoned,0.58,1
2370401,1,17,3,350,0,0,20,5,card,timeout,0.6956,1
1541263,0,4,0,110,2,2,9,4,card,insufficient_funds,0.525,0
3011869,5,9,1,138,3,0,23,6,upi,unknown,0.53,1
1521327,5,0,0,51,1,0,22,3,upi,insufficient_funds,0.275,0
1534599,3,9,3,51,4,4,10,3,card,checkout_abandoned,0.3275,1
3728806,0,4,0,87,1,0,0,1,netbanking,card_expired,0.675,1
288307,1,11,2,68,0,0,19,2,wallet,temporary_gateway_issue,0.8058,1
4519330,1,6,1,84,1,0,7,3,netbanking,insufficient_funds,0.355,1
4268706,4,8,2,42,4,0,19,3,wallet,temporary_gateway_issue,0.7183,0
3355633,3,11,2,219,3,0,11,3,upi,gateway_error,0.71,1
2986446,2,0,1,57,4,2,0,3,upi,temporary_gateway_issue,0.555,0
4466897,1,10,1,226,1,1,9,1,upi,user_abandoned,0.7232,1
967384,3,14,0,196,4,0,3,5,upi,card_expired,0.5132,0
440897,0,1,1,248,1,1,14,0,card,temporary_gateway_issue,0.805,1
1235575,4,19,2,166,3,2,18,0,netbanking,temporary_gateway_issue,0.7741,1
3983162,5,6,2,62,3,3,5,2,upi,timeout,0.4259,0
221617,0,11,3,263,0,0,4,5,card,insufficient_funds,0.05,1
2934893,1,17,1,112,3,0,4,6,card,insufficient_funds,0.1856,0
4977415,1,2,2,253,2,0,17,4,card,timeout,0.5683,1
4285695,0,6,3,199,4,3,2,0,upi,insufficient_funds,0.065,0
2631156,1,10,3,178,4,0,21,4,netbanking,gateway_error,0.6832,1
365022,3,17,0,26,1,1,1,0,upi,insufficient_funds,0.3725,0
4165298,1,11,2,246,3,2,3,0,wallet,temporary_gateway_issue,0.4558,1
3014943,4,5,0,19,0,0,17,2,wallet,temporary_gateway_issue,0.7694,1
618918,3,4,2,265,0,0,8,3,upi,temporary_gateway_issue,0.635,1
514593,2,0,0,317,0,0,18,2,upi,insufficient_funds,0.425,1
4552652,1,11,0,20,2,2,9,0,card,user_abandoned,0.7458,1
3362541,1,10,1,106,3,0,21,5,upi,card_expired,0.7732,1
4154969,4,3,0,237,0,0,14,3,upi,timeout,0.825,1
4400945,4,17,1,306,2,2,0,5,wallet,insufficient_funds,0.3383,1
2880273,5,3,3,246,4,0,10,5,upi,gateway_error,0.4463,0
2611359,0,16,2,81,1,1,13,5,upi,temporary_gateway_issue,0.785,1
2180615,0,1,3,150,3,1,9,3,card,user_abandoned,0.415,0
1618885,0,1,2,10,3,2,18,5,upi,temporary_gateway_issue,0.935,1
2201250,4,11,3,321,4,3,23,3,upi,insufficient_funds,0.1717,1
3880704,0,5,2,224,3,1,20,4,card,gateway_error,0.835,1
3029520,0,9,0,264,3,2,15,6,upi,checkout_abandoned,0.875,1
4467990,2,15,2,149,3,1,7,0,card,checkout_abandoned,0.4938,1
2244731,0,13,2,278,3,3,1,1,unknown,gateway_error,0.485,1
3055093,1,6,3,274,2,1,22,5,netbanking,card_expired,0.265,0
3174972,5,18,3,194,2,0,6,2,upi,gateway_error,0.5889,1
2978900,4,16,3,172,1,1,18,4,upi,insufficient_funds,0.345,1
3528037,3,8,1,265,3,3,6,2,card,gateway_error,0.7095,1
1225295,5,12,1,310,4,1,14,1,card,gateway_error,0.7021,1
2586200,2,4,2,26,0,0,7,3,netbanking,gateway_error,0.5683,0
565912,4,4,2,350,1,1,13,1,card,checkout_abandoned,0.36,1
1953331,4,9,0,356,0,0,0,2,upi,user_abandoned,0.7673,1
2463951,1,9,0,26,0,0,12,1,upi,gateway_error,0.95,1
3278510,5,6,2,34,3,2,2,0,netbanking,insufficient_funds,0.05,0
4755128,5,14,1,264,4,0,20,1,wallet,gateway_error,0.8629,1
3023222,0,6,2,138,0,0,5,5,upi,temporary_gateway_issue,0.585,1
3730789,1,14,0,304,0,0,18,0,card,user_abandoned,0.9017,1
2556016,0,2,1,183,1,1,14,5,upi,gateway_error,0.905,1
3188814,0,18,1,363,4,3,3,6,upi,timeout,0.705,1
401114,4,9,0,242,4,3,20,6,upi,insufficient_funds,0.6673,1
1309238,5,14,2,54,0,0,2,1,wallet,gateway_error,0.3929,1
1841172,0,2,3,168,4,0,3,0,card,insufficient_funds,0.05,0
2388842,2,5,2,119,1,1,4,0,netbanking,checkout_abandoned,0.235,1
275961,2,11,2,143,1,1,17,6,unknown,card_expired,0.3812,1
